employee_id;zone;wd;duration;time
ahafon001                     ;3-4                 ;Tuesday  ;42;36327
ahafon001                     ;3-4                 ;Wednesday;2;36613
ahafon001                     ;3-4                 ;Wednesday;42;36987
ahafon001                     ;3-4                 ;Wednesday;2;35653
ahafon001                     ;3-4                 ;Wednesday;42;36207
ahafon001                     ;3-4                 ;Thursday ;2;35849
ahafon001                     ;3-4                 ;Thursday ;42;36687
ahafon001                     ;3-4                 ;Thursday ;2;35729
ahafon001                     ;3-4                 ;Thursday ;42;36087
ahafon001                     ;3-4                 ;Friday   ;2;36509
ahafon001                     ;3-4                 ;Friday   ;42;37347
ahafon001                     ;3-4                 ;Friday   ;2;36553
ahafon001                     ;3-4                 ;Friday   ;42;36867
amorlun001                    ;1-1                 ;Monday   ;97;57720
amorlun001                    ;1-1                 ;Monday   ;13;71654
amorlun001                    ;1-1                 ;Monday   ;17;74221
amorlun001                    ;1-1                 ;Monday   ;59986;85634
amorlun001                    ;1-1                 ;Monday   ;99;59340
amorlun001                    ;1-1                 ;Monday   ;7;71774
amorlun001                    ;1-1                 ;Monday   ;56;75541
amorlun001                    ;1-1                 ;Monday   ;;85454
amorlun001                    ;1-1                 ;Tuesday  ;97;57960
amorlun001                    ;1-1                 ;Tuesday  ;13;71397
amorlun001                    ;1-1                 ;Tuesday  ;17;74041
amorlun001                    ;1-1                 ;Tuesday  ;59047;85973
amorlun001                    ;1-1                 ;Tuesday  ;95;59220
amorlun001                    ;1-1                 ;Tuesday  ;21;71294
amorlun001                    ;1-1                 ;Tuesday  ;17;73981
amorlun001                    ;1-1                 ;Wednesday;99;58620
amorlun001                    ;1-1                 ;Wednesday;10;71234
amorlun001                    ;1-1                 ;Wednesday;11;74521
amorlun001                    ;1-1                 ;Wednesday;60367;85433
amorlun001                    ;1-1                 ;Wednesday;127;58620
amorlun001                    ;1-1                 ;Wednesday;21;71594
amorlun001                    ;1-1                 ;Wednesday;17;75541
amorlun001                    ;1-1                 ;Wednesday;58445;86155
amorlun001                    ;1-1                 ;Thursday ;98;59400
amorlun001                    ;1-1                 ;Thursday ;21;71610
amorlun001                    ;1-1                 ;Thursday ;17;74881
amorlun001                    ;1-1                 ;Thursday ;58263;86157
amorlun001                    ;1-1                 ;Thursday ;97;58200
amorlun001                    ;1-1                 ;Thursday ;7;71294
amorlun001                    ;1-1                 ;Thursday ;11;74881
amorlun001                    ;1-1                 ;Thursday ;59199;86121
amorlun001                    ;1-1                 ;Friday   ;99;58020
amorlun001                    ;1-1                 ;Friday   ;16;71834
amorlun001                    ;1-1                 ;Friday   ;62;74761
amorlun001                    ;1-1                 ;Friday   ;231466;85454
amorlun001                    ;1-1                 ;Friday   ;95;58920
amorlun001                    ;1-1                 ;Friday   ;13;71875
amorlun001                    ;1-1                 ;Friday   ;62;75541
amorlun001                    ;1-1                 ;Friday   ;232627;85913
amorlun001                    ;1-2                 ;Monday   ;2554;71667
amorlun001                    ;1-2                 ;Monday   ;3760;71781
amorlun001                    ;1-2                 ;Tuesday  ;2631;71410
amorlun001                    ;1-2                 ;Tuesday  ;2666;71315
amorlun001                    ;1-2                 ;Wednesday;3277;71244
amorlun001                    ;1-2                 ;Wednesday;3926;71615
amorlun001                    ;1-2                 ;Thursday ;3250;71631
amorlun001                    ;1-2                 ;Thursday ;3580;71301
amorlun001                    ;1-2                 ;Friday   ;2911;71850
amorlun001                    ;1-2                 ;Friday   ;3653;71888
amorlun001                    ;1-4                 ;Monday   ;41;57817
amorlun001                    ;1-4                 ;Monday   ;2;71652
amorlun001                    ;1-4                 ;Monday   ;36;74238
amorlun001                    ;1-4                 ;Monday   ;2;85632
amorlun001                    ;1-4                 ;Monday   ;41;59439
amorlun001                    ;1-4                 ;Monday   ;2;71772
amorlun001                    ;1-4                 ;Monday   ;41;75597
amorlun001                    ;1-4                 ;Monday   ;2;85452
amorlun001                    ;1-4                 ;Tuesday  ;41;58057
amorlun001                    ;1-4                 ;Tuesday  ;2;71395
amorlun001                    ;1-4                 ;Tuesday  ;42;74058
amorlun001                    ;1-4                 ;Tuesday  ;2;85971
amorlun001                    ;1-4                 ;Tuesday  ;41;59315
amorlun001                    ;1-4                 ;Tuesday  ;2;71292
amorlun001                    ;1-4                 ;Tuesday  ;42;73998
amorlun001                    ;1-4                 ;Wednesday;41;58719
amorlun001                    ;1-4                 ;Wednesday;2;71232
amorlun001                    ;1-4                 ;Wednesday;42;74532
amorlun001                    ;1-4                 ;Wednesday;2;85431
amorlun001                    ;1-4                 ;Wednesday;41;58747
amorlun001                    ;1-4                 ;Wednesday;2;71592
amorlun001                    ;1-4                 ;Wednesday;42;75558
amorlun001                    ;1-4                 ;Wednesday;2;86153
amorlun001                    ;1-4                 ;Thursday ;41;59498
amorlun001                    ;1-4                 ;Thursday ;2;71608
amorlun001                    ;1-4                 ;Thursday ;42;74898
amorlun001                    ;1-4                 ;Thursday ;2;86155
amorlun001                    ;1-4                 ;Thursday ;41;58297
amorlun001                    ;1-4                 ;Thursday ;2;71292
amorlun001                    ;1-4                 ;Thursday ;42;74892
amorlun001                    ;1-4                 ;Thursday ;2;86119
amorlun001                    ;1-4                 ;Friday   ;41;58119
amorlun001                    ;1-4                 ;Friday   ;2;71832
amorlun001                    ;1-4                 ;Friday   ;41;74823
amorlun001                    ;1-4                 ;Friday   ;2;85452
amorlun001                    ;1-4                 ;Friday   ;41;59015
amorlun001                    ;1-4                 ;Friday   ;2;71873
amorlun001                    ;1-4                 ;Friday   ;41;75603
amorlun001                    ;1-4                 ;Friday   ;2;85911
amorlun001                    ;2-1                 ;Monday   ;14;57860
amorlun001                    ;2-1                 ;Monday   ;466;63029
amorlun001                    ;2-1                 ;Monday   ;2800;66689
amorlun001                    ;2-1                 ;Monday   ;60;71551
amorlun001                    ;2-1                 ;Monday   ;14;74276
amorlun001                    ;2-1                 ;Monday   ;3460;79349
amorlun001                    ;2-1                 ;Monday   ;30;82869
amorlun001                    ;2-1                 ;Monday   ;60;85531
amorlun001                    ;2-1                 ;Monday   ;18;59482
amorlun001                    ;2-1                 ;Monday   ;526;63509
amorlun001                    ;2-1                 ;Monday   ;3640;66449
amorlun001                    ;2-1                 ;Monday   ;60;71671
amorlun001                    ;2-1                 ;Monday   ;18;75640
amorlun001                    ;2-1                 ;Monday   ;3511;79350
amorlun001                    ;2-1                 ;Monday   ;30;82921
amorlun001                    ;2-1                 ;Monday   ;60;85351
amorlun001                    ;2-1                 ;Tuesday  ;18;58100
amorlun001                    ;2-1                 ;Tuesday  ;586;62669
amorlun001                    ;2-1                 ;Tuesday  ;3511;66750
amorlun001                    ;2-1                 ;Tuesday  ;43;71311
amorlun001                    ;2-1                 ;Tuesday  ;15;74102
amorlun001                    ;2-1                 ;Tuesday  ;3151;78930
amorlun001                    ;2-1                 ;Tuesday  ;314;82141
amorlun001                    ;2-1                 ;Tuesday  ;39;85891
amorlun001                    ;2-1                 ;Tuesday  ;18;59358
amorlun001                    ;2-1                 ;Tuesday  ;526;63269
amorlun001                    ;2-1                 ;Tuesday  ;3340;66509
amorlun001                    ;2-1                 ;Tuesday  ;60;71191
amorlun001                    ;2-1                 ;Tuesday  ;14;74042
amorlun001                    ;2-1                 ;Tuesday  ;3631;79410
amorlun001                    ;2-1                 ;Tuesday  ;30;83101
amorlun001                    ;2-1                 ;Tuesday  ;60;86311
amorlun001                    ;2-1                 ;Wednesday;15;58762
amorlun001                    ;2-1                 ;Wednesday;586;63089
amorlun001                    ;2-1                 ;Wednesday;3751;66630
amorlun001                    ;2-1                 ;Wednesday;60;71131
amorlun001                    ;2-1                 ;Wednesday;18;74576
amorlun001                    ;2-1                 ;Wednesday;3031;78990
amorlun001                    ;2-1                 ;Wednesday;30;82081
amorlun001                    ;2-1                 ;Wednesday;39;85351
amorlun001                    ;2-1                 ;Wednesday;15;58790
amorlun001                    ;2-1                 ;Wednesday;586;63389
amorlun001                    ;2-1                 ;Wednesday;3340;66689
amorlun001                    ;2-1                 ;Wednesday;60;71491
amorlun001                    ;2-1                 ;Wednesday;14;75602
amorlun001                    ;2-1                 ;Wednesday;3100;79049
amorlun001                    ;2-1                 ;Wednesday;30;82209
amorlun001                    ;2-1                 ;Wednesday;41;86071
amorlun001                    ;2-1                 ;Thursday ;14;59541
amorlun001                    ;2-1                 ;Thursday ;586;62729
amorlun001                    ;2-1                 ;Thursday ;2860;66749
amorlun001                    ;2-1                 ;Thursday ;15;71551
amorlun001                    ;2-1                 ;Thursday ;15;74942
amorlun001                    ;2-1                 ;Thursday ;3340;78989
amorlun001                    ;2-1                 ;Thursday ;30;82389
amorlun001                    ;2-1                 ;Thursday ;43;86071
amorlun001                    ;2-1                 ;Thursday ;14;58340
amorlun001                    ;2-1                 ;Thursday ;466;63029
amorlun001                    ;2-1                 ;Thursday ;3040;66629
amorlun001                    ;2-1                 ;Thursday ;60;71191
amorlun001                    ;2-1                 ;Thursday ;15;74936
amorlun001                    ;2-1                 ;Thursday ;3160;79229
amorlun001                    ;2-1                 ;Thursday ;30;82449
amorlun001                    ;2-1                 ;Thursday ;15;86071
amorlun001                    ;2-1                 ;Friday   ;18;58162
amorlun001                    ;2-1                 ;Friday   ;526;63329
amorlun001                    ;2-1                 ;Friday   ;3760;66869
amorlun001                    ;2-1                 ;Friday   ;60;71731
amorlun001                    ;2-1                 ;Friday   ;18;74866
amorlun001                    ;2-1                 ;Friday   ;2971;78990
amorlun001                    ;2-1                 ;Friday   ;30;82021
amorlun001                    ;2-1                 ;Friday   ;60;85351
amorlun001                    ;2-1                 ;Friday   ;15;59058
amorlun001                    ;2-1                 ;Friday   ;586;62789
amorlun001                    ;2-1                 ;Friday   ;2791;66450
amorlun001                    ;2-1                 ;Friday   ;41;71791
amorlun001                    ;2-1                 ;Friday   ;18;75646
amorlun001                    ;2-1                 ;Friday   ;2980;79109
amorlun001                    ;2-1                 ;Friday   ;30;82149
amorlun001                    ;2-1                 ;Friday   ;39;85831
amorlun001                    ;2-4                 ;Monday   ;2;57858
amorlun001                    ;2-4                 ;Monday   ;41;71611
amorlun001                    ;2-4                 ;Monday   ;2;74274
amorlun001                    ;2-4                 ;Monday   ;41;85591
amorlun001                    ;2-4                 ;Monday   ;2;59480
amorlun001                    ;2-4                 ;Monday   ;41;71731
amorlun001                    ;2-4                 ;Monday   ;2;75638
amorlun001                    ;2-4                 ;Monday   ;41;85411
amorlun001                    ;2-4                 ;Tuesday  ;2;58098
amorlun001                    ;2-4                 ;Tuesday  ;41;71354
amorlun001                    ;2-4                 ;Tuesday  ;2;74100
amorlun001                    ;2-4                 ;Tuesday  ;41;85930
amorlun001                    ;2-4                 ;Tuesday  ;2;59356
amorlun001                    ;2-4                 ;Tuesday  ;41;71251
amorlun001                    ;2-4                 ;Tuesday  ;2;74040
amorlun001                    ;2-4                 ;Tuesday  ;58649;86371
amorlun001                    ;2-4                 ;Wednesday;2;58760
amorlun001                    ;2-4                 ;Wednesday;41;71191
amorlun001                    ;2-4                 ;Wednesday;2;74574
amorlun001                    ;2-4                 ;Wednesday;41;85390
amorlun001                    ;2-4                 ;Wednesday;2;58788
amorlun001                    ;2-4                 ;Wednesday;41;71551
amorlun001                    ;2-4                 ;Wednesday;2;75600
amorlun001                    ;2-4                 ;Wednesday;41;86112
amorlun001                    ;2-4                 ;Thursday ;2;59539
amorlun001                    ;2-4                 ;Thursday ;42;71566
amorlun001                    ;2-4                 ;Thursday ;2;74940
amorlun001                    ;2-4                 ;Thursday ;41;86114
amorlun001                    ;2-4                 ;Thursday ;2;58338
amorlun001                    ;2-4                 ;Thursday ;41;71251
amorlun001                    ;2-4                 ;Thursday ;2;74934
amorlun001                    ;2-4                 ;Thursday ;33;86086
amorlun001                    ;2-4                 ;Friday   ;2;58160
amorlun001                    ;2-4                 ;Friday   ;41;71791
amorlun001                    ;2-4                 ;Friday   ;2;74864
amorlun001                    ;2-4                 ;Friday   ;41;85411
amorlun001                    ;2-4                 ;Friday   ;2;59056
amorlun001                    ;2-4                 ;Friday   ;41;71832
amorlun001                    ;2-4                 ;Friday   ;2;75644
amorlun001                    ;2-4                 ;Friday   ;41;85870
amorlun001                    ;2-6                 ;Monday   ;5155;57874
amorlun001                    ;2-6                 ;Monday   ;778;63495
amorlun001                    ;2-6                 ;Monday   ;1581;65108
amorlun001                    ;2-6                 ;Monday   ;2046;69489
amorlun001                    ;2-6                 ;Monday   ;5059;74290
amorlun001                    ;2-6                 ;Monday   ;60;82809
amorlun001                    ;2-6                 ;Monday   ;2616;82899
amorlun001                    ;2-6                 ;Monday   ;4009;59500
amorlun001                    ;2-6                 ;Monday   ;898;64035
amorlun001                    ;2-6                 ;Monday   ;981;65468
amorlun001                    ;2-6                 ;Monday   ;1566;70089
amorlun001                    ;2-6                 ;Monday   ;3692;75658
amorlun001                    ;2-6                 ;Monday   ;60;82861
amorlun001                    ;2-6                 ;Monday   ;2384;82951
amorlun001                    ;2-6                 ;Tuesday  ;4551;58118
amorlun001                    ;2-6                 ;Tuesday  ;1198;63255
amorlun001                    ;2-6                 ;Tuesday  ;1822;64928
amorlun001                    ;2-6                 ;Tuesday  ;1034;70261
amorlun001                    ;2-6                 ;Tuesday  ;4796;74134
amorlun001                    ;2-6                 ;Tuesday  ;60;82081
amorlun001                    ;2-6                 ;Tuesday  ;3420;82455
amorlun001                    ;2-6                 ;Tuesday  ;3893;59376
amorlun001                    ;2-6                 ;Tuesday  ;1558;63795
amorlun001                    ;2-6                 ;Tuesday  ;321;66188
amorlun001                    ;2-6                 ;Tuesday  ;1326;69849
amorlun001                    ;2-6                 ;Tuesday  ;5354;74056
amorlun001                    ;2-6                 ;Tuesday  ;60;83041
amorlun001                    ;2-6                 ;Tuesday  ;3164;83131
amorlun001                    ;2-6                 ;Wednesday;4295;58794
amorlun001                    ;2-6                 ;Wednesday;1318;63675
amorlun001                    ;2-6                 ;Wednesday;1042;65588
amorlun001                    ;2-6                 ;Wednesday;734;70381
amorlun001                    ;2-6                 ;Wednesday;4396;74594
amorlun001                    ;2-6                 ;Wednesday;60;82021
amorlun001                    ;2-6                 ;Wednesday;3224;82111
amorlun001                    ;2-6                 ;Wednesday;4567;58822
amorlun001                    ;2-6                 ;Wednesday;958;63975
amorlun001                    ;2-6                 ;Wednesday;981;65708
amorlun001                    ;2-6                 ;Wednesday;1446;70029
amorlun001                    ;2-6                 ;Wednesday;3433;75616
amorlun001                    ;2-6                 ;Wednesday;60;82149
amorlun001                    ;2-6                 ;Wednesday;3816;82239
amorlun001                    ;2-6                 ;Thursday ;3174;59555
amorlun001                    ;2-6                 ;Thursday ;958;63315
amorlun001                    ;2-6                 ;Thursday ;1641;65108
amorlun001                    ;2-6                 ;Thursday ;1926;69609
amorlun001                    ;2-6                 ;Thursday ;4015;74974
amorlun001                    ;2-6                 ;Thursday ;60;82329
amorlun001                    ;2-6                 ;Thursday ;3636;82419
amorlun001                    ;2-6                 ;Thursday ;4675;58354
amorlun001                    ;2-6                 ;Thursday ;1138;63495
amorlun001                    ;2-6                 ;Thursday ;1341;65288
amorlun001                    ;2-6                 ;Thursday ;1506;69669
amorlun001                    ;2-6                 ;Thursday ;4261;74968
amorlun001                    ;2-6                 ;Thursday ;60;82389
amorlun001                    ;2-6                 ;Thursday ;3576;82479
amorlun001                    ;2-6                 ;Friday   ;5149;58180
amorlun001                    ;2-6                 ;Friday   ;478;63855
amorlun001                    ;2-6                 ;Friday   ;1881;64988
amorlun001                    ;2-6                 ;Friday   ;1086;70629
amorlun001                    ;2-6                 ;Friday   ;4106;74884
amorlun001                    ;2-6                 ;Friday   ;60;81961
amorlun001                    ;2-6                 ;Friday   ;3284;82051
amorlun001                    ;2-6                 ;Friday   ;3699;59090
amorlun001                    ;2-6                 ;Friday   ;1978;63375
amorlun001                    ;2-6                 ;Friday   ;322;66128
amorlun001                    ;2-6                 ;Friday   ;2534;69241
amorlun001                    ;2-6                 ;Friday   ;3445;75664
amorlun001                    ;2-6                 ;Friday   ;60;82089
amorlun001                    ;2-6                 ;Friday   ;3636;82179
amorlun001                    ;2-7                 ;Monday   ;835;64273
amorlun001                    ;2-7                 ;Monday   ;16;71535
amorlun001                    ;2-7                 ;Monday   ;16;85515
amorlun001                    ;2-7                 ;Monday   ;535;64933
amorlun001                    ;2-7                 ;Monday   ;16;71655
amorlun001                    ;2-7                 ;Monday   ;16;85335
amorlun001                    ;2-7                 ;Tuesday  ;475;64453
amorlun001                    ;2-7                 ;Tuesday  ;16;71295
amorlun001                    ;2-7                 ;Tuesday  ;17;74117
amorlun001                    ;2-7                 ;Tuesday  ;16;85875
amorlun001                    ;2-7                 ;Tuesday  ;835;65353
amorlun001                    ;2-7                 ;Tuesday  ;16;71175
amorlun001                    ;2-7                 ;Tuesday  ;16;86295
amorlun001                    ;2-7                 ;Wednesday;17;58777
amorlun001                    ;2-7                 ;Wednesday;595;64993
amorlun001                    ;2-7                 ;Wednesday;16;71115
amorlun001                    ;2-7                 ;Wednesday;16;85335
amorlun001                    ;2-7                 ;Wednesday;17;58805
amorlun001                    ;2-7                 ;Wednesday;775;64933
amorlun001                    ;2-7                 ;Wednesday;16;71475
amorlun001                    ;2-7                 ;Wednesday;16;86055
amorlun001                    ;2-7                 ;Thursday ;835;64273
amorlun001                    ;2-7                 ;Thursday ;16;71535
amorlun001                    ;2-7                 ;Thursday ;17;74957
amorlun001                    ;2-7                 ;Thursday ;16;86055
amorlun001                    ;2-7                 ;Thursday ;655;64633
amorlun001                    ;2-7                 ;Thursday ;16;71175
amorlun001                    ;2-7                 ;Thursday ;17;74951
amorlun001                    ;2-7                 ;Thursday ;16;86055
amorlun001                    ;2-7                 ;Friday   ;655;64333
amorlun001                    ;2-7                 ;Friday   ;16;71715
amorlun001                    ;2-7                 ;Friday   ;16;85335
amorlun001                    ;2-7                 ;Friday   ;17;59073
amorlun001                    ;2-7                 ;Friday   ;775;65353
amorlun001                    ;2-7                 ;Friday   ;16;71775
amorlun001                    ;2-7                 ;Friday   ;16;85815
anardi001                     ;1-1                 ;Monday   ;336;28140
anardi001                     ;1-1                 ;Monday   ;2803;43517
anardi001                     ;1-1                 ;Monday   ;277;46320
anardi001                     ;1-1                 ;Monday   ;52988;61372
anardi001                     ;1-1                 ;Monday   ;531;27960
anardi001                     ;1-1                 ;Monday   ;2743;43637
anardi001                     ;1-1                 ;Monday   ;337;46380
anardi001                     ;1-1                 ;Monday   ;;61528
anardi001                     ;1-1                 ;Tuesday  ;473;28020
anardi001                     ;1-1                 ;Tuesday  ;3023;43417
anardi001                     ;1-1                 ;Tuesday  ;57;46440
anardi001                     ;1-1                 ;Tuesday  ;52987;61493
anardi001                     ;1-1                 ;Tuesday  ;475;27960
anardi001                     ;1-1                 ;Tuesday  ;2567;43633
anardi001                     ;1-1                 ;Tuesday  ;297;46200
anardi001                     ;1-1                 ;Tuesday  ;52907;61573
anardi001                     ;1-1                 ;Wednesday;428;28080
anardi001                     ;1-1                 ;Wednesday;2991;43449
anardi001                     ;1-1                 ;Wednesday;277;46440
anardi001                     ;1-1                 ;Wednesday;53263;61337
anardi001                     ;1-1                 ;Wednesday;394;28080
anardi001                     ;1-1                 ;Wednesday;2941;43559
anardi001                     ;1-1                 ;Wednesday;363;46500
anardi001                     ;1-1                 ;Wednesday;52855;61445
anardi001                     ;1-1                 ;Thursday ;154;28200
anardi001                     ;1-1                 ;Thursday ;2983;43517
anardi001                     ;1-1                 ;Thursday ;208;46500
anardi001                     ;1-1                 ;Thursday ;52843;61637
anardi001                     ;1-1                 ;Thursday ;513;27900
anardi001                     ;1-1                 ;Thursday ;2695;43565
anardi001                     ;1-1                 ;Thursday ;237;46260
anardi001                     ;1-1                 ;Thursday ;53116;61424
anardi001                     ;1-1                 ;Friday   ;456;28080
anardi001                     ;1-1                 ;Friday   ;2863;43637
anardi001                     ;1-1                 ;Friday   ;157;46500
anardi001                     ;1-1                 ;Friday   ;225903;61437
anardi001                     ;1-1                 ;Friday   ;189;28140
anardi001                     ;1-1                 ;Friday   ;2923;43517
anardi001                     ;1-1                 ;Friday   ;123;46440
anardi001                     ;1-1                 ;Friday   ;225795;61365
anardi001                     ;1-4                 ;Monday   ;41;28476
anardi001                     ;1-4                 ;Monday   ;2;43515
anardi001                     ;1-4                 ;Monday   ;41;46597
anardi001                     ;1-4                 ;Monday   ;2;61370
anardi001                     ;1-4                 ;Monday   ;42;28491
anardi001                     ;1-4                 ;Monday   ;2;43635
anardi001                     ;1-4                 ;Monday   ;41;46717
anardi001                     ;1-4                 ;Monday   ;2;61526
anardi001                     ;1-4                 ;Tuesday  ;39;28493
anardi001                     ;1-4                 ;Tuesday  ;2;43415
anardi001                     ;1-4                 ;Tuesday  ;41;46497
anardi001                     ;1-4                 ;Tuesday  ;2;61491
anardi001                     ;1-4                 ;Tuesday  ;36;28435
anardi001                     ;1-4                 ;Tuesday  ;2;43631
anardi001                     ;1-4                 ;Tuesday  ;41;46497
anardi001                     ;1-4                 ;Tuesday  ;2;61571
anardi001                     ;1-4                 ;Wednesday;41;28508
anardi001                     ;1-4                 ;Wednesday;2;43447
anardi001                     ;1-4                 ;Wednesday;41;46717
anardi001                     ;1-4                 ;Wednesday;2;61335
anardi001                     ;1-4                 ;Wednesday;41;28474
anardi001                     ;1-4                 ;Wednesday;2;43557
anardi001                     ;1-4                 ;Wednesday;41;46863
anardi001                     ;1-4                 ;Wednesday;2;61443
anardi001                     ;1-4                 ;Thursday ;41;28354
anardi001                     ;1-4                 ;Thursday ;2;43515
anardi001                     ;1-4                 ;Thursday ;41;46708
anardi001                     ;1-4                 ;Thursday ;2;61635
anardi001                     ;1-4                 ;Thursday ;42;28413
anardi001                     ;1-4                 ;Thursday ;2;43563
anardi001                     ;1-4                 ;Thursday ;41;46497
anardi001                     ;1-4                 ;Thursday ;2;61422
anardi001                     ;1-4                 ;Friday   ;41;28536
anardi001                     ;1-4                 ;Friday   ;2;43635
anardi001                     ;1-4                 ;Friday   ;41;46657
anardi001                     ;1-4                 ;Friday   ;2;61435
anardi001                     ;1-4                 ;Friday   ;41;28329
anardi001                     ;1-4                 ;Friday   ;2;43515
anardi001                     ;1-4                 ;Friday   ;41;46563
anardi001                     ;1-4                 ;Friday   ;2;61363
anardi001                     ;2-1                 ;Monday   ;19;28519
anardi001                     ;2-1                 ;Monday   ;69;43405
anardi001                     ;2-1                 ;Monday   ;19;46640
anardi001                     ;2-1                 ;Monday   ;44;61285
anardi001                     ;2-1                 ;Monday   ;19;28535
anardi001                     ;2-1                 ;Monday   ;69;43525
anardi001                     ;2-1                 ;Monday   ;19;46760
anardi001                     ;2-1                 ;Monday   ;24;61465
anardi001                     ;2-1                 ;Tuesday  ;19;28534
anardi001                     ;2-1                 ;Tuesday  ;29;43345
anardi001                     ;2-1                 ;Tuesday  ;15;46540
anardi001                     ;2-1                 ;Tuesday  ;45;61405
anardi001                     ;2-1                 ;Tuesday  ;15;28473
anardi001                     ;2-1                 ;Tuesday  ;65;43525
anardi001                     ;2-1                 ;Tuesday  ;15;46540
anardi001                     ;2-1                 ;Tuesday  ;65;61465
anardi001                     ;2-1                 ;Wednesday;19;28551
anardi001                     ;2-1                 ;Wednesday;61;43345
anardi001                     ;2-1                 ;Wednesday;19;46760
anardi001                     ;2-1                 ;Wednesday;69;61225
anardi001                     ;2-1                 ;Wednesday;19;28517
anardi001                     ;2-1                 ;Wednesday;51;43465
anardi001                     ;2-1                 ;Wednesday;19;46906
anardi001                     ;2-1                 ;Wednesday;57;61345
anardi001                     ;2-1                 ;Thursday ;15;28397
anardi001                     ;2-1                 ;Thursday ;69;43405
anardi001                     ;2-1                 ;Thursday ;19;46751
anardi001                     ;2-1                 ;Thursday ;69;61525
anardi001                     ;2-1                 ;Thursday ;15;28457
anardi001                     ;2-1                 ;Thursday ;56;43465
anardi001                     ;2-1                 ;Thursday ;19;46540
anardi001                     ;2-1                 ;Thursday ;36;61345
anardi001                     ;2-1                 ;Friday   ;19;28579
anardi001                     ;2-1                 ;Friday   ;69;43525
anardi001                     ;2-1                 ;Friday   ;15;46700
anardi001                     ;2-1                 ;Friday   ;49;61345
anardi001                     ;2-1                 ;Friday   ;15;28372
anardi001                     ;2-1                 ;Friday   ;69;43405
anardi001                     ;2-1                 ;Friday   ;15;46606
anardi001                     ;2-1                 ;Friday   ;37;61285
anardi001                     ;2-3                 ;Monday   ;5930;28570
anardi001                     ;2-3                 ;Monday   ;8736;34645
anardi001                     ;2-3                 ;Monday   ;7415;46765
anardi001                     ;2-3                 ;Monday   ;6336;54925
anardi001                     ;2-3                 ;Monday   ;5674;28586
anardi001                     ;2-3                 ;Monday   ;8976;34525
anardi001                     ;2-3                 ;Monday   ;7175;46825
anardi001                     ;2-3                 ;Monday   ;6516;54925
anardi001                     ;2-3                 ;Tuesday  ;5675;28585
anardi001                     ;2-3                 ;Tuesday  ;8616;34705
anardi001                     ;2-3                 ;Tuesday  ;7235;46885
anardi001                     ;2-3                 ;Tuesday  ;6636;54745
anardi001                     ;2-3                 ;Tuesday  ;5680;28520
anardi001                     ;2-3                 ;Tuesday  ;8976;34525
anardi001                     ;2-3                 ;Tuesday  ;7355;46765
anardi001                     ;2-3                 ;Tuesday  ;6696;54745
anardi001                     ;2-3                 ;Wednesday;5718;28602
anardi001                     ;2-3                 ;Wednesday;8616;34705
anardi001                     ;2-3                 ;Wednesday;7185;46815
anardi001                     ;2-3                 ;Wednesday;6516;54685
anardi001                     ;2-3                 ;Wednesday;5872;28568
anardi001                     ;2-3                 ;Wednesday;8616;34825
anardi001                     ;2-3                 ;Wednesday;6995;47065
anardi001                     ;2-3                 ;Wednesday;6576;54745
anardi001                     ;2-3                 ;Thursday ;6056;28444
anardi001                     ;2-3                 ;Thursday ;8616;34765
anardi001                     ;2-3                 ;Thursday ;7235;46885
anardi001                     ;2-3                 ;Thursday ;6696;54805
anardi001                     ;2-3                 ;Thursday ;5876;28504
anardi001                     ;2-3                 ;Thursday ;8856;34585
anardi001                     ;2-3                 ;Thursday ;7295;47005
anardi001                     ;2-3                 ;Thursday ;6396;54925
anardi001                     ;2-3                 ;Friday   ;5570;28630
anardi001                     ;2-3                 ;Friday   ;8676;34825
anardi001                     ;2-3                 ;Friday   ;7355;46885
anardi001                     ;2-3                 ;Friday   ;6516;54805
anardi001                     ;2-3                 ;Friday   ;5961;28419
anardi001                     ;2-3                 ;Friday   ;8676;34705
anardi001                     ;2-3                 ;Friday   ;7115;46945
anardi001                     ;2-3                 ;Friday   ;6576;54685
anardi001                     ;2-4                 ;Monday   ;2;28517
anardi001                     ;2-4                 ;Monday   ;41;43474
anardi001                     ;2-4                 ;Monday   ;2;46638
anardi001                     ;2-4                 ;Monday   ;41;61329
anardi001                     ;2-4                 ;Monday   ;2;28533
anardi001                     ;2-4                 ;Monday   ;41;43594
anardi001                     ;2-4                 ;Monday   ;2;46758
anardi001                     ;2-4                 ;Monday   ;37;61489
anardi001                     ;2-4                 ;Tuesday  ;2;28532
anardi001                     ;2-4                 ;Tuesday  ;41;43374
anardi001                     ;2-4                 ;Tuesday  ;2;46538
anardi001                     ;2-4                 ;Tuesday  ;41;61450
anardi001                     ;2-4                 ;Tuesday  ;2;28471
anardi001                     ;2-4                 ;Tuesday  ;41;43590
anardi001                     ;2-4                 ;Tuesday  ;2;46538
anardi001                     ;2-4                 ;Tuesday  ;41;61530
anardi001                     ;2-4                 ;Wednesday;2;28549
anardi001                     ;2-4                 ;Wednesday;41;43406
anardi001                     ;2-4                 ;Wednesday;2;46758
anardi001                     ;2-4                 ;Wednesday;41;61294
anardi001                     ;2-4                 ;Wednesday;2;28515
anardi001                     ;2-4                 ;Wednesday;41;43516
anardi001                     ;2-4                 ;Wednesday;2;46904
anardi001                     ;2-4                 ;Wednesday;41;61402
