employee_id,date,time,duration,zone,wd,department
btempestad001                 ,2016-05-31,58264,1755,2-2                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-05-31,60019,18,2-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-05-31,60037,42,2-4                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-05-31,60079,2,1-4                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-05-31,60081,53859,1-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-01,27540,99,1-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,27639,41,1-4                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,27680,2,2-4                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,27682,17,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,27699,4419,2-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,32118,466,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,32584,3436,2-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,36020,18,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,36038,392,2-7                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,36430,27,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,36457,1541,2-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,37998,11,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,38009,3576,2-6                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,41585,11,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,41596,1623,2-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,43219,59,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,43278,41,2-4                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,43319,2,1-4                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,43321,13,1-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,43334,4067,1-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,47401,93,1-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,47494,41,1-4                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,47535,2,2-4                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,47537,13,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,47550,2568,2-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,50118,11,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,50129,3113,2-6                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,53242,11,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,53253,2325,2-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,55578,586,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,56164,1574,2-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,57738,526,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,58264,4095,2-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,62359,59,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,62418,41,2-4                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,62459,2,1-4                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-01,62461,50759,1-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-02,26820,95,1-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,26915,41,1-4                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,26956,2,2-4                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,26958,17,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,26975,5323,2-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,32298,406,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,32704,2836,2-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,35540,18,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,35558,512,2-7                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,36070,27,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,36097,1481,2-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,37578,11,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,37589,2693,2-6                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,40282,11,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,40293,2806,2-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,43099,18,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,43117,36,2-4                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,43153,2,1-4                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,43155,13,1-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,43168,3633,1-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,46801,62,1-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,46863,41,1-4                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,46904,2,2-4                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,46906,17,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,46923,3675,2-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,50598,11,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,50609,3398,2-6                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,54007,10,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,54017,1201,2-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,55218,586,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,55804,2114,2-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,57918,826,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,58744,1695,2-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,60439,55,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,60494,41,2-4                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,60535,2,1-4                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-02,60537,52743,1-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-03,26880,101,1-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,26981,41,1-4                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,27022,2,2-4                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,27024,17,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,27041,4537,2-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,31578,586,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,32164,3316,2-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,35480,18,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,35498,692,2-7                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,36190,27,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,36217,1901,2-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,38118,11,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,38129,3653,2-6                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,41782,11,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,41793,766,2-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,42559,63,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,42622,41,2-4                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,42663,2,1-4                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,42665,16,1-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,42681,2740,1-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,45421,17,1-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,45438,42,1-4                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,45480,2,2-4                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,45482,13,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,45495,5043,2-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,50538,11,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,50549,3398,2-6                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,53947,10,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,53957,1261,2-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,55218,466,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,55684,2594,2-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,58278,766,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,59044,2295,2-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,61339,55,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,61394,41,2-4                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,61435,2,1-4                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-03,61437,224223,1-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-06,26460,99,1-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,26559,41,1-4                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,26600,2,2-4                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,26602,13,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,26615,5023,2-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,31638,586,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,32224,3916,2-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,36140,18,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,36158,632,2-7                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,36790,27,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,36817,1061,2-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,37878,11,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,37889,2976,2-6                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,40865,11,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,40876,2583,2-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,43459,18,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,43477,38,2-4                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,43515,2,1-4                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,43517,16,1-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,43533,3388,1-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,46921,29,1-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,46950,41,1-4                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,46991,2,2-4                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,46993,13,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,47006,3292,2-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,50298,11,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,50309,3096,2-6                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,53405,11,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,53416,2642,2-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,56058,526,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,56584,974,2-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,57558,646,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,58204,3555,2-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,61759,58,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,61817,41,2-4                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,61858,2,1-4                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-06,61860,51600,1-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-07,27060,66,1-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,27126,41,1-4                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,27167,2,2-4                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,27169,13,2-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,27182,4936,2-2                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,32118,406,2-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,32524,3316,2-2                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,35840,18,2-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,35858,392,2-7                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,36250,27,2-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,36277,1601,2-2                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,37878,11,2-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,37889,3398,2-6                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,41287,10,2-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,41297,2162,2-2                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,43459,63,2-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,43522,41,2-4                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,43563,2,1-4                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,43565,16,1-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,43581,3340,1-2                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,46921,35,1-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,46956,42,1-4                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,46998,2,2-4                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,47000,17,2-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,47017,3521,2-2                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,50538,11,2-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,50549,3396,2-6                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,53945,11,2-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,53956,2042,2-2                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,55998,706,2-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,56704,134,2-2                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,56838,406,2-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,57244,4395,2-2                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,61639,63,2-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,61702,41,2-4                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,61743,2,1-4                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-07,61745,50815,1-1                           ,Tuesday             , Engineering                  
btempestad001                 ,2016-06-08,26160,128,1-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,26288,41,1-4                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,26329,2,2-4                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,26331,17,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,26348,6010,2-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,32358,586,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,32944,2776,2-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,35720,18,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,35738,632,2-7                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,36370,27,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,36397,1241,2-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,37638,11,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,37649,2978,2-6                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,40627,10,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,40637,3422,2-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,44059,18,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,44077,38,2-4                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,44115,2,1-4                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,44117,15,1-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,44132,2609,1-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,46741,11,1-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,46752,32,1-4                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,46784,2,2-4                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,46786,13,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,46799,3859,2-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,50658,11,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,50669,3216,2-6                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,53885,11,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,53896,2282,2-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,56178,646,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,56824,1394,2-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,58218,706,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,58924,1455,2-2                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,60379,63,2-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,60442,41,2-4                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,60483,2,1-4                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-08,60485,52015,1-1                           ,Wednesday           , Engineering                  
btempestad001                 ,2016-06-09,26100,127,1-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,26227,31,1-4                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,26258,2,2-4                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,26260,13,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,26273,6445,2-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,32718,406,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,33124,3316,2-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,36440,18,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,36458,572,2-7                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,37030,27,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,37057,641,2-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,37698,11,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,37709,3576,2-6                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,41285,11,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,41296,2163,2-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,43459,62,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,43521,42,2-4                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,43563,2,1-4                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,43565,16,1-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,43581,4060,1-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,47641,27,1-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,47668,42,1-4                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,47710,2,2-4                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,47712,17,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,47729,2929,2-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,50658,11,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,50669,3773,2-6                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,54442,11,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,54453,1545,2-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,55998,526,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,56524,1934,2-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,58458,406,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,58864,1515,2-2                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,60379,40,2-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,60419,41,2-4                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,60460,2,1-4                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-09,60462,53418,1-1                           ,Thursday            , Engineering                  
btempestad001                 ,2016-06-10,27480,56,1-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,27536,38,1-4                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,27574,2,2-4                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,27576,17,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,27593,5125,2-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,32718,586,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,33304,2896,2-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,36200,18,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,36218,872,2-7                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,37090,27,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,37117,641,2-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,37758,11,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,37769,2796,2-6                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,40565,11,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,40576,2463,2-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,43039,63,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,43102,41,2-4                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,43143,2,1-4                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,43145,10,1-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,43155,3046,1-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,46201,11,1-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,46212,32,1-4                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,46244,2,2-4                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,46246,13,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,46259,4099,2-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,50358,11,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,50369,3218,2-6                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,53587,10,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,53597,2401,2-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,55998,646,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,56644,374,2-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,57018,406,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,57424,2715,2-2                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,60139,57,2-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,60196,41,2-4                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,60237,2,1-4                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-10,60239,225421,1-1                           ,Friday              , Engineering                  
btempestad001                 ,2016-06-13,26460,96,1-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,26556,41,1-4                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,26597,2,2-4                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,26599,17,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,26616,5142,2-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,31758,526,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,32284,3136,2-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,35420,18,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,35438,872,2-7                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,36310,27,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,36337,1421,2-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,37758,11,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,37769,3396,2-6                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,41165,11,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,41176,2643,2-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,43819,59,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,43878,41,2-4                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,43919,2,1-4                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,43921,16,1-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,43937,2864,1-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,46801,56,1-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,46857,41,1-4                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,46898,2,2-4                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,46900,17,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,46917,3201,2-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,50118,11,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,50129,3516,2-6                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,53645,11,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,53656,1862,2-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,55518,586,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,56104,2174,2-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,58278,826,2-1                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,59104,1815,2-2                           ,Monday              , Engineering                  
btempestad001                 ,2016-06-13,60919,18,2-1                           ,Monday              , Engineering                  
