timestamp prox-id floor-zone
2016-06-01 07:28:22 vawelon001 2-1
2016-06-01 07:28:35 thagan001 1-4
2016-06-01 07:28:35 iovan001 1-4
2016-06-01 07:28:35 yfinney001 1-4
2016-06-01 07:28:35 lbergen001 1-4
2016-06-01 07:28:44 iborrasca001 2-6
2016-06-01 07:29:00 wreynoso001 1-1
2016-06-01 07:29:16 yfinney001 2-4
2016-06-01 07:29:16 iovan001 2-4
2016-06-01 07:29:16 thagan001 2-4
2016-06-01 07:29:16 lbergen001 2-4
2016-06-01 07:29:18 lbergen001 2-1
2016-06-01 07:29:18 iovan001 2-1
2016-06-01 07:29:18 yfinney001 2-1
2016-06-01 07:29:18 thagan001 2-1
2016-06-01 07:29:33 lbergen001 2-7
2016-06-01 07:29:33 iovan001 2-7
2016-06-01 07:29:35 lalcazar001 1-4
2016-06-01 07:29:35 gcazar001 1-4
2016-06-01 07:29:42 yfinney001 2-2
2016-06-01 07:29:42 thagan001 2-2
2016-06-01 07:30:00 fresumir001 1-1
2016-06-01 07:30:00 vlagos001 1-1
2016-06-01 07:30:00 jfrost001 1-1
2016-06-01 07:30:00 vfrente001 1-1
2016-06-01 07:30:16 lalcazar001 2-4
2016-06-01 07:30:16 gcazar001 2-4
2016-06-01 07:30:18 lalcazar001 2-1
2016-06-01 07:30:18 gcazar001 2-1
2016-06-01 07:30:37 gcazar001 2-7
2016-06-01 07:30:37 lalcazar001 2-7
2016-06-01 07:30:39 wreynoso001 1-4
2016-06-01 07:31:00 zcoronado001 1-1
2016-06-01 07:31:20 wreynoso001 2-4
2016-06-01 07:31:22 wreynoso001 2-1
2016-06-01 07:31:35 vfrente001 1-4
2016-06-01 07:31:39 wreynoso001 2-2
2016-06-01 07:32:00 sfusil001 1-1
2016-06-01 07:32:16 vfrente001 2-4
2016-06-01 07:32:18 vfrente001 2-1
2016-06-01 07:32:31 vfrente001 2-2
2016-06-01 07:32:38 zcoronado001 1-4
2016-06-01 07:33:00 eedward001 1-1
2016-06-01 07:33:00 lcarrara001 1-1
2016-06-01 07:33:00 rpantanal001 1-1
2016-06-01 07:33:00 pratigan001 1-1
2016-06-01 07:33:00 pyoung001 1-1
2016-06-01 07:33:00 junger001 1-1
2016-06-01 07:33:00 mcassano001 1-1
2016-06-01 07:33:19 zcoronado001 2-4
2016-06-01 07:33:21 zcoronado001 2-1
2016-06-01 07:33:36 zcoronado001 2-7
2016-06-01 07:34:00 cwhelan001 1-1
2016-06-01 07:34:00 vhatchett001 1-1
2016-06-01 07:34:35 junger001 1-4
2016-06-01 07:34:35 pratigan001 1-4
2016-06-01 07:34:35 lcarrara001 1-4
2016-06-01 07:34:35 rpantanal001 1-4
2016-06-01 07:34:35 eedward001 1-4
2016-06-01 07:34:35 pyoung001 1-4
2016-06-01 07:34:35 mcassano001 1-4
2016-06-01 07:35:00 fresumir001 1-2
2016-06-01 07:35:00 ldedos001 1-1
2016-06-01 07:35:16 pratigan001 2-4
2016-06-01 07:35:16 junger001 2-4
2016-06-01 07:35:16 pyoung001 2-4
2016-06-01 07:35:16 lcarrara001 2-4
2016-06-01 07:35:16 mcassano001 2-4
2016-06-01 07:35:16 eedward001 2-4
2016-06-01 07:35:16 rpantanal001 2-4
2016-06-01 07:35:18 mcassano001 2-1
2016-06-01 07:35:18 junger001 2-1
2016-06-01 07:35:36 cwhelan001 1-4
2016-06-01 07:35:36 vhatchett001 1-4
2016-06-01 07:35:36 sfusil001 1-4
2016-06-01 07:35:37 mcassano001 2-7
2016-06-01 07:35:37 junger001 2-7
2016-06-01 07:35:59 eedward001 3-4
2016-06-01 07:35:59 lcarrara001 3-4
2016-06-01 07:35:59 pyoung001 3-4
2016-06-01 07:35:59 rpantanal001 3-4
2016-06-01 07:35:59 pratigan001 3-4
2016-06-01 07:36:00 ncalixto001 1-1
2016-06-01 07:36:00 rfaralso001 1-1
2016-06-01 07:36:01 pratigan001 3-1
2016-06-01 07:36:01 eedward001 3-1
2016-06-01 07:36:01 lcarrara001 3-1
2016-06-01 07:36:01 pyoung001 3-1
2016-06-01 07:36:01 rpantanal001 3-1
2016-06-01 07:36:14 pyoung001 3-3
2016-06-01 07:36:14 eedward001 3-3
2016-06-01 07:36:14 pratigan001 3-3
2016-06-01 07:36:14 rpantanal001 3-2
2016-06-01 07:36:17 cwhelan001 2-4
2016-06-01 07:36:17 sfusil001 2-4
2016-06-01 07:36:17 vhatchett001 2-4
2016-06-01 07:36:19 sfusil001 2-1
2016-06-01 07:36:19 cwhelan001 2-1
2016-06-01 07:36:19 vawelon001 2-4
2016-06-01 07:36:19 vhatchett001 2-1
2016-06-01 07:36:20 lcarrara001 3-6
2016-06-01 07:36:27 lcarrara001 3-3
2016-06-01 07:36:34 sfusil001 2-7
2016-06-01 07:36:34 cwhelan001 2-7
2016-06-01 07:36:39 ldedos001 1-4
2016-06-01 07:37:00 ssinagra001 1-1
2016-06-01 07:37:01 vawelon001 1-4
2016-06-01 07:37:02 vlagos001 1-2
2016-06-01 07:37:03 rfaralso001 1-4
2016-06-01 07:37:03 vawelon001 1-1
2016-06-01 07:37:03 ncalixto001 1-4
2016-06-01 07:37:06 sfusil001 2-3
2016-06-01 07:37:20 ldedos001 2-4
2016-06-01 07:37:22 ldedos001 2-1
2016-06-01 07:37:45 ncalixto001 2-4
2016-06-01 07:37:45 rfaralso001 2-4
2016-06-01 07:37:46 ldedos001 2-2
2016-06-01 07:37:47 ncalixto001 2-1
2016-06-01 07:37:47 rfaralso001 2-1
2016-06-01 07:37:56 ssinagra001 1-4
2016-06-01 07:38:00 cmorluniau001 1-1
2016-06-01 07:38:00 sflorez001 1-1
2016-06-01 07:38:00 ckinney001 1-1
2016-06-01 07:38:02 rfaralso001 2-7
2016-06-01 07:38:03 ncalixto001 2-7
2016-06-01 07:38:38 ssinagra001 2-4
2016-06-01 07:38:40 ssinagra001 2-1
2016-06-01 07:38:59 ssinagra001 2-7
2016-06-01 07:39:00 btempestad001 1-1
2016-06-01 07:39:00 anubarron001 1-1
2016-06-01 07:39:35 sflorez001 1-4
2016-06-01 07:39:35 cmorluniau001 1-4
2016-06-01 07:39:35 ckinney001 1-4
2016-06-01 07:40:00 chawelon001 1-1
2016-06-01 07:40:00 fmata001 1-1
2016-06-01 07:40:00 llagos001 1-1
2016-06-01 07:40:16 sflorez001 2-4
2016-06-01 07:40:16 cmorluniau001 2-4
2016-06-01 07:40:16 ckinney001 2-4
2016-06-01 07:40:18 cmorluniau001 2-1
2016-06-01 07:40:18 sflorez001 2-1
2016-06-01 07:40:18 ckinney001 2-1
2016-06-01 07:40:36 cmorluniau001 2-6
2016-06-01 07:40:37 ckinney001 2-7
2016-06-01 07:40:37 sflorez001 2-7
2016-06-01 07:40:39 btempestad001 1-4
2016-06-01 07:40:39 anubarron001 1-4
2016-06-01 07:41:00 nbasham001 1-1
2016-06-01 07:41:20 anubarron001 2-4
2016-06-01 07:41:20 btempestad001 2-4
2016-06-01 07:41:22 btempestad001 2-1
2016-06-01 07:41:22 anubarron001 2-1
2016-06-01 07:41:35 llagos001 1-4
2016-06-01 07:41:35 fmata001 1-4
2016-06-01 07:41:35 chawelon001 1-4
2016-06-01 07:41:38 anubarron001 2-2
2016-06-01 07:41:39 btempestad001 2-2
2016-06-01 07:42:00 slowery001 1-1
2016-06-01 07:42:00 csolos001 1-1
2016-06-01 07:42:16 llagos001 2-4
2016-06-01 07:42:16 fmata001 2-4
2016-06-01 07:42:16 chawelon001 2-4
2016-06-01 07:42:18 fmata001 2-1
2016-06-01 07:42:18 chawelon001 2-1
2016-06-01 07:42:33 chawelon001 2-7
2016-06-01 07:42:39 nbasham001 1-4
2016-06-01 07:42:59 llagos001 3-4
2016-06-01 07:43:00 lazada001 1-1
2016-06-01 07:43:00 acalzas001 1-1
2016-06-01 07:43:00 tbattles001 1-1
2016-06-01 07:43:01 llagos001 3-1
2016-06-01 07:43:20 nbasham001 2-4
2016-06-01 07:43:22 nbasham001 2-1
2016-06-01 07:43:24 llagos001 3-6
2016-06-01 07:43:32 llagos001 3-3
2016-06-01 07:43:41 nbasham001 2-7
2016-06-01 07:43:41 slowery001 1-4
2016-06-01 07:43:41 csolos001 1-4
2016-06-01 07:43:50 lazada001 1-4
2016-06-01 07:43:50 tbattles001 1-4
2016-06-01 07:44:00 lbennett001 1-1
2016-06-01 07:44:00 bridenour001 1-1
2016-06-01 07:44:22 lazada001 2-4
2016-06-01 07:44:22 csolos001 2-4
2016-06-01 07:44:22 tbattles001 2-4
2016-06-01 07:44:22 slowery001 2-4
2016-06-01 07:44:24 lazada001 2-1
2016-06-01 07:44:24 slowery001 2-1
2016-06-01 07:44:24 tbattles001 2-1
2016-06-01 07:44:24 csolos001 2-1
2016-06-01 07:44:39 csolos001 2-7
2016-06-01 07:44:39 slowery001 2-7
2016-06-01 07:44:40 tbattles001 2-2
2016-06-01 07:45:00 mshultz001 1-1
2016-06-01 07:45:00 apinckney001 1-1
2016-06-01 07:45:00 ncelio001 1-1
2016-06-01 07:45:00 malinai001 1-1
2016-06-01 07:45:00 pbeebe001 1-1
2016-06-01 07:45:00 bfrente001 1-1
2016-06-01 07:45:01 sfusil001 2-7
2016-06-01 07:45:12 acalzas001 1-4
2016-06-01 07:45:12 lbennett001 1-4
2016-06-01 07:45:12 bridenour001 1-4
2016-06-01 07:45:25 sfusil001 2-1
2016-06-01 07:45:49 sfusil001 2-4
2016-06-01 07:45:53 acalzas001 2-4
2016-06-01 07:45:53 bridenour001 2-4
2016-06-01 07:45:53 lbennett001 2-4
2016-06-01 07:45:55 lbennett001 2-1
2016-06-01 07:45:55 bridenour001 2-1
2016-06-01 07:45:55 acalzas001 2-1
2016-06-01 07:46:09 lbennett001 2-6
2016-06-01 07:46:12 acalzas001 2-2
2016-06-01 07:46:31 sfusil001 1-4
2016-06-01 07:46:33 apinckney001 1-4
2016-06-01 07:46:33 bfrente001 1-4
2016-06-01 07:46:33 pbeebe001 1-4
2016-06-01 07:46:33 ncelio001 1-4
2016-06-01 07:46:33 malinai001 1-4
2016-06-01 07:46:33 sfusil001 1-1
2016-06-01 07:46:49 sfusil001 1-2
2016-06-01 07:47:00 mvollan001 1-1
2016-06-01 07:47:01 vlagos001 1-1
2016-06-01 07:47:15 ncelio001 2-4
2016-06-01 07:47:15 pbeebe001 2-4
2016-06-01 07:47:15 bfrente001 2-4
2016-06-01 07:47:15 apinckney001 2-4
2016-06-01 07:47:15 malinai001 2-4
2016-06-01 07:47:17 apinckney001 2-1
2016-06-01 07:47:17 malinai001 2-1
2016-06-01 07:47:17 bfrente001 2-1
2016-06-01 07:47:18 vlagos001 1-4
2016-06-01 07:47:30 malinai001 2-2
2016-06-01 07:47:36 apinckney001 2-7
2016-06-01 07:47:58 ncelio001 3-4
2016-06-01 07:47:58 pbeebe001 3-4
2016-06-01 07:48:00 pbeebe001 3-1
2016-06-01 07:48:00 ncelio001 3-1
2016-06-01 07:48:00 kherrero001 1-1
2016-06-01 07:48:00 anardi001 1-1
2016-06-01 07:48:00 vlagos001 2-4
2016-06-01 07:48:02 vlagos001 2-1
2016-06-01 07:48:13 ncelio001 3-3
2016-06-01 07:48:13 pbeebe001 3-3
2016-06-01 07:48:17 vlagos001 2-7
2016-06-01 07:48:49 vlagos001 2-3
2016-06-01 07:49:00 jnespola001 1-1
2016-06-01 07:50:00 jcastellanos001 1-1
2016-06-01 07:50:00 kherrero001 1-1
2016-06-01 07:53:00 tseifert001 1-1
2016-06-01 07:53:34 kherrero001 1-4
2016-06-01 07:53:34 jcastellanos001 1-4
2016-06-01 07:54:00 sfusil001 1-1
2016-06-01 07:54:15 jcastellanos001 2-4
2016-06-01 07:54:15 kherrero001 2-4
2016-06-01 07:54:17 jcastellanos001 2-1
2016-06-01 07:54:17 kherrero001 2-1
2016-06-01 07:54:32 kherrero001 2-7
2016-06-01 07:54:32 jcastellanos001 2-7
2016-06-01 07:55:00 cforluniau001 1-1
2016-06-01 07:55:00 gflorez003 1-1
2016-06-01 07:55:00 rmieshaber001 1-1
2016-06-01 07:55:00 aribera001 1-1
2016-06-01 07:55:01 vlagos001 2-7
2016-06-01 07:55:01 fresumir001 1-1
2016-06-01 07:55:04 jcastellanos001 2-3
2016-06-01 07:55:04 kherrero001 2-3
2016-06-01 07:55:08 anardi001 1-4
2016-06-01 07:55:08 jnespola001 1-4
2016-06-01 07:55:08 mshultz001 1-4
2016-06-01 07:55:08 tseifert001 1-4
2016-06-01 07:55:08 mvollan001 1-4
2016-06-01 07:55:18 fresumir001 1-4
2016-06-01 07:55:25 vlagos001 2-1
2016-06-01 07:55:49 vlagos001 2-4
2016-06-01 07:55:49 mshultz001 2-4
2016-06-01 07:55:49 tseifert001 2-4
2016-06-01 07:55:49 anardi001 2-4
2016-06-01 07:55:49 mvollan001 2-4
2016-06-01 07:55:49 fresumir001 2-4
2016-06-01 07:55:49 jnespola001 2-4
2016-06-01 07:55:51 mvollan001 2-1
2016-06-01 07:55:51 jnespola001 2-1
2016-06-01 07:55:51 mshultz001 2-1
2016-06-01 07:55:51 anardi001 2-1
2016-06-01 07:56:10 anardi001 2-7
2016-06-01 07:56:10 mshultz001 2-7
2016-06-01 07:56:10 jnespola001 2-7
2016-06-01 07:56:10 mvollan001 2-7
2016-06-01 07:56:20 fresumir001 3-4
2016-06-01 07:56:20 tseifert001 3-4
2016-06-01 07:56:22 tseifert001 3-1
2016-06-01 07:56:22 fresumir001 3-1
2016-06-01 07:56:31 vlagos001 1-4
2016-06-01 07:56:33 gflorez003 1-4
2016-06-01 07:56:33 vlagos001 1-1
2016-06-01 07:56:34 rmieshaber001 1-4
2016-06-01 07:56:34 kherrero001 1-4
2016-06-01 07:56:34 aribera001 1-4
2016-06-01 07:56:34 cforluniau001 1-4
2016-06-01 07:56:41 fresumir001 3-6
2016-06-01 07:56:42 mshultz001 2-3
2016-06-01 07:56:42 anardi001 2-3
2016-06-01 07:56:42 mvollan001 2-3
2016-06-01 07:56:42 jnespola001 2-3
2016-06-01 07:56:48 fresumir001 3-3
2016-06-01 07:57:00 clais001 1-1
2016-06-01 07:57:15 rmieshaber001 2-4
2016-06-01 07:57:15 kherrero001 2-4
2016-06-01 07:57:15 cforluniau001 2-4
2016-06-01 07:57:15 gflorez003 2-4
2016-06-01 07:57:15 aribera001 2-4
2016-06-01 07:57:17 kherrero001 2-1
2016-06-01 07:57:17 cforluniau001 2-1
2016-06-01 07:57:17 rmieshaber001 2-1
2016-06-01 07:57:32 kherrero001 2-7
2016-06-01 07:57:32 cforluniau001 2-7
2016-06-01 07:57:33 vlagos001 1-8
2016-06-01 07:57:41 rmieshaber001 2-2
2016-06-01 07:57:58 gflorez003 3-4
2016-06-01 07:57:58 aribera001 3-4
2016-06-01 07:58:00 gflorez003 3-1
2016-06-01 07:58:00 aribera001 3-1
2016-06-01 07:58:04 kherrero001 2-3
2016-06-01 07:58:22 gflorez003 3-2
2016-06-01 07:58:35 clais001 1-4
2016-06-01 07:59:16 clais001 2-4
2016-06-01 07:59:31 sfusil001 1-7
2016-06-01 07:59:47 clais001 3-4
2016-06-01 07:59:49 clais001 3-1
2016-06-01 08:00:00 fadair001 1-1
2016-06-01 08:00:00 hcocinaro001 1-1
2016-06-01 08:00:00 ostrum001 1-1
2016-06-01 08:00:00 jholly001 1-1
2016-06-01 08:00:00 emintz001 1-1
2016-06-01 08:00:26 pbeebe001 3-6
2016-06-01 08:01:00 epavone001 1-1
2016-06-01 08:01:35 jholly001 1-4
2016-06-01 08:01:35 ostrum001 1-4
2016-06-01 08:01:35 fadair001 1-4
2016-06-01 08:01:35 emintz001 1-4
2016-06-01 08:02:16 ostrum001 2-4
2016-06-01 08:02:16 fadair001 2-4
2016-06-01 08:02:16 jholly001 2-4
2016-06-01 08:02:16 emintz001 2-4
2016-06-01 08:02:18 jholly001 2-1
2016-06-01 08:02:31 jholly001 2-2
2016-06-01 08:02:47 fadair001 3-4
2016-06-01 08:02:47 ostrum001 3-4
2016-06-01 08:02:47 emintz001 3-4
2016-06-01 08:02:49 emintz001 3-1
2016-06-01 08:02:49 ostrum001 3-1
2016-06-01 08:02:49 fadair001 3-1
2016-06-01 08:03:02 emintz001 3-3
2016-06-01 08:03:08 ostrum001 3-6
2016-06-01 08:03:08 epavone001 1-4
2016-06-01 08:03:15 ostrum001 3-3
2016-06-01 08:03:49 epavone001 2-4
2016-06-01 08:04:20 epavone001 3-4
2016-06-01 08:04:22 epavone001 3-1
2016-06-01 08:04:30 epavone001 3-2
2016-06-01 08:07:08 hcocinaro001 1-4
2016-06-01 08:07:49 hcocinaro001 2-4
2016-06-01 08:07:51 hcocinaro001 2-1
2016-06-01 08:08:06 hcocinaro001 2-7
2016-06-01 08:08:38 hcocinaro001 2-3
2016-06-01 08:10:00 hblue001 1-1
2016-06-01 08:11:39 hblue001 1-4
2016-06-01 08:12:20 hblue001 2-4
2016-06-01 08:12:51 hblue001 3-4
2016-06-01 08:12:53 hblue001 3-1
2016-06-01 08:13:07 hblue001 3-2
2016-06-01 08:15:00 lorosco001 1-1
2016-06-01 08:15:00 wvasco001 1-1
2016-06-01 08:16:35 wvasco001 1-4
2016-06-01 08:16:35 lorosco001 1-4
2016-06-01 08:17:16 lorosco001 2-4
2016-06-01 08:17:16 wvasco001 2-4
2016-06-01 08:17:47 wvasco001 3-4
2016-06-01 08:17:47 lorosco001 3-4
2016-06-01 08:17:49 wvasco001 3-1
2016-06-01 08:17:49 lorosco001 3-1
2016-06-01 08:18:01 wvasco001 3-2
2016-06-01 08:30:00 bovan001 1-1
2016-06-01 08:30:00 eklinger001 1-1
2016-06-01 08:32:08 bovan001 1-4
2016-06-01 08:32:08 eklinger001 1-4
2016-06-01 08:32:49 bovan001 2-4
2016-06-01 08:32:49 eklinger001 2-4
2016-06-01 08:33:20 bovan001 3-4
2016-06-01 08:33:20 eklinger001 3-4
2016-06-01 08:33:22 bovan001 3-1
2016-06-01 08:33:22 eklinger001 3-1
2016-06-01 08:33:36 eklinger001 3-2
2016-06-01 08:33:36 bovan001 3-2
2016-06-01 08:45:08 ldedos001 2-1
2016-06-01 08:45:16 eorilla001 2-1
2016-06-01 08:45:17 lbennett001 2-1
2016-06-01 08:46:15 slowery001 2-1
2016-06-01 08:47:13 bmullen001 2-1
2016-06-01 08:48:11 vfrente001 2-1
2016-06-01 08:48:14 iovan001 2-1
2016-06-01 08:48:16 csolos001 2-1
2016-06-01 08:48:40 hmies001 2-1
2016-06-01 08:50:03 korilla001 2-1
2016-06-01 08:51:03 malinai001 2-1
2016-06-01 08:51:04 rfaralso001 2-6
2016-06-01 08:51:28 nbasham001 2-1
2016-06-01 08:51:29 ckinney001 2-1
2016-06-01 08:51:37 rfaralso001 2-1
2016-06-01 08:52:15 lbennett001 2-6
2016-06-01 08:52:29 junger001 2-1
2016-06-01 08:52:31 tbattles001 2-1
2016-06-01 08:53:11 monda001 2-1
2016-06-01 08:53:14 sflecha001 2-1
2016-06-01 08:54:20 dscozzese001 1-2
2016-06-01 08:54:34 bhawelon001 2-1
2016-06-01 08:55:04 eorilla001 2-2
2016-06-01 08:55:18 btempestad001 2-1
2016-06-01 08:55:20 cshipp001 2-1
2016-06-01 08:55:20 acalzas001 2-1
2016-06-01 08:55:23 anubarron001 2-1
2016-06-01 08:55:28 ldedos001 2-2
2016-06-01 08:55:28 csolos001 2-7
2016-06-01 08:56:20 rparade001 1-2
2016-06-01 08:56:28 slowery001 2-7
2016-06-01 08:57:15 korilla001 2-6
2016-06-01 08:57:15 bmullen001 2-6
2016-06-01 08:57:15 hmies001 2-6
2016-06-01 08:57:28 cmorluniau001 2-1
2016-06-01 08:57:28 iovan001 2-7
2016-06-01 08:58:04 malinai001 2-2
2016-06-01 08:58:04 vfrente001 2-2
2016-06-01 08:58:17 cwhelan001 2-1
2016-06-01 08:58:23 apinckney001 2-1
2016-06-01 08:58:24 zcoronado001 2-1
2016-06-01 08:59:07 tcarrara001 2-1
2016-06-01 08:59:15 rfaralso001 2-6
2016-06-01 08:59:17 lalcazar001 2-1
2016-06-01 08:59:23 avico001 2-1
2016-06-01 08:59:29 yfinney001 2-1
2016-06-01 08:59:47 rfaralso001 2-7
2016-06-01 09:00:20 cstaley001 1-2
2016-06-01 09:00:25 gcazar001 2-1
2016-06-01 09:00:28 lbergen001 2-1
2016-06-01 09:00:28 junger001 2-7
2016-06-01 09:00:28 ckinney001 2-7
2016-06-01 09:01:04 tbattles001 2-2
2016-06-01 09:01:04 monda001 2-2
2016-06-01 09:01:18 wreynoso001 2-1
2016-06-01 09:01:28 nbasham001 2-7
2016-06-01 09:02:09 ssinagra001 2-1
2016-06-01 09:02:22 sflorez001 2-1
2016-06-01 09:02:28 sflecha001 2-7
2016-06-01 09:02:28 bhawelon001 2-7
2016-06-01 09:03:00 dscozzese001 1-1
2016-06-01 09:03:04 btempestad001 2-2
2016-06-01 09:03:14 dscozzese001 1-3
2016-06-01 09:03:22 mcassano001 2-1
2016-06-01 09:03:25 thagan001 2-1
2016-06-01 09:03:29 eminto001 2-1
2016-06-01 09:04:05 chawelon001 2-6
2016-06-01 09:04:11 ncalixto001 2-1
2016-06-01 09:04:27 ahafon001 2-1
2016-06-01 09:04:44 chawelon001 2-1
2016-06-01 09:05:00 rparade001 1-1
2016-06-01 09:05:04 acalzas001 2-2
2016-06-01 09:05:04 anubarron001 2-2
2016-06-01 09:05:10 iborrasca001 2-1
2016-06-01 09:05:14 rparade001 1-3
2016-06-01 09:05:15 cshipp001 2-6
2016-06-01 09:05:23 jsimonides001 2-1
2016-06-01 09:05:28 apinckney001 2-7
2016-06-01 09:05:28 cwhelan001 2-7
2016-06-01 09:07:04 avico001 2-2
2016-06-01 09:07:15 cmorluniau001 2-6
2016-06-01 09:07:28 zcoronado001 2-7
2016-06-01 09:08:04 tcarrara001 2-2
2016-06-01 09:08:04 yfinney001 2-2
2016-06-01 09:08:04 wreynoso001 2-2
2016-06-01 09:08:28 gcazar001 2-7
2016-06-01 09:09:28 lalcazar001 2-7
2016-06-01 09:10:00 cstaley001 1-1
2016-06-01 09:10:04 thagan001 2-2
2016-06-01 09:10:05 pbeebe001 3-3
2016-06-01 09:10:15 cstaley001 1-3
2016-06-01 09:10:28 lbergen001 2-7
2016-06-01 09:11:04 eminto001 2-2
2016-06-01 09:11:28 ssinagra001 2-7
2016-06-01 09:11:28 mcassano001 2-7
2016-06-01 09:12:28 sflorez001 2-7
2016-06-01 09:12:28 jsimonides001 2-7
2016-06-01 09:13:29 ncalixto001 2-7
2016-06-01 09:14:15 ahafon001 2-6
2016-06-01 09:14:15 chawelon001 2-6
2016-06-01 09:14:54 chawelon001 2-7
2016-06-01 09:15:15 iborrasca001 2-6
2016-06-01 09:30:00 mshultz001 2-7
2016-06-01 09:31:00 mvollan001 2-7
2016-06-01 09:32:00 anardi001 2-7
2016-06-01 09:33:00 kherrero001 2-7
2016-06-01 09:33:00 kherrero001 2-7
2016-06-01 09:34:00 jnespola001 2-7
2016-06-01 09:35:00 jcastellanos001 2-7
2016-06-01 09:35:51 jcastellanos001 2-3
2016-06-01 09:36:25 mshultz001 2-3
2016-06-01 09:37:25 kherrero001 2-3
2016-06-01 09:38:25 anardi001 2-3
2016-06-01 09:39:25 jnespola001 2-3
2016-06-01 09:39:25 kherrero001 2-3
2016-06-01 09:40:25 mvollan001 2-3
2016-06-01 09:45:04 mbramar001 3-1
2016-06-01 09:45:15 mbramar001 3-2
2016-06-01 09:45:28 ibarranco001 3-3
2016-06-01 09:50:18 avico001 2-1
2016-06-01 09:50:36 avico001 2-7
2016-06-01 09:51:11 vomalla001 2-7
2016-06-01 09:51:15 anubarron001 2-1
2016-06-01 09:51:33 anubarron001 2-7
2016-06-01 09:52:06 lgrogan001 2-7
2016-06-01 09:52:12 bridenour001 2-7
2016-06-01 09:52:29 ahafon001 2-1
2016-06-01 09:53:11 bmullen001 2-7
2016-06-01 09:53:21 acalzas001 2-1
2016-06-01 09:53:32 ahafon001 2-4
2016-06-01 09:53:40 acalzas001 2-7
2016-06-01 09:54:05 tcarrara001 2-1
2016-06-01 09:54:13 ahafon001 3-4
2016-06-01 09:54:15 ahafon001 3-1
2016-06-01 09:54:17 tcarrara001 2-6
2016-06-01 09:54:23 ahafon001 3-2
2016-06-01 09:54:40 tcarrara001 2-7
2016-06-01 09:55:27 cforluniau001 2-1
2016-06-01 09:56:11 yfinney001 2-1
2016-06-01 09:56:12 pyoung001 3-1
2016-06-01 09:56:18 hmies001 2-7
2016-06-01 09:56:23 pyoung001 3-2
2016-06-01 09:56:30 yfinney001 2-7
2016-06-01 09:56:35 cforluniau001 2-4
2016-06-01 09:57:10 avico001 2-1
2016-06-01 09:57:16 cforluniau001 3-4
2016-06-01 09:57:18 cforluniau001 3-1
2016-06-01 09:57:19 fbalas001 2-7
2016-06-01 09:57:22 cmorluniau001 2-7
2016-06-01 09:57:30 cforluniau001 3-2
2016-06-01 09:57:37 avico001 2-2
2016-06-01 09:58:15 iborrasca001 2-7
2016-06-01 09:59:10 vhatchett001 2-7
2016-06-01 09:59:10 anubarron001 2-1
2016-06-01 09:59:13 sparrino001 2-7
2016-06-01 09:59:16 eorilla001 2-1
2016-06-01 09:59:27 eorilla001 2-6
2016-06-01 09:59:37 anubarron001 2-2
2016-06-01 09:59:49 eorilla001 2-7
2016-06-01 10:00:05 clais001 3-2
2016-06-01 10:00:08 rmieshaber001 2-1
2016-06-01 10:00:08 ostrum001 3-6
2016-06-01 10:00:10 aribera001 3-2
2016-06-01 10:00:11 vomalla001 2-1
2016-06-01 10:00:12 lgrogan001 2-1
2016-06-01 10:00:14 jholly001 2-1
2016-06-01 10:00:15 ostrum001 3-1
2016-06-01 10:00:18 ncelio001 3-1
2016-06-01 10:00:20 btempestad001 2-1
2016-06-01 10:00:20 lorosco001 3-4
2016-06-01 10:00:23 lcarrara001 3-1
2016-06-01 10:00:25 tseifert001 3-2
2016-06-01 10:00:26 llagos001 3-1
2016-06-01 10:00:29 ncelio001 3-2
2016-06-01 10:00:34 lcarrara001 3-2
2016-06-01 10:00:35 ostrum001 3-4
2016-06-01 10:00:37 llagos001 3-2
2016-06-01 10:00:38 btempestad001 2-7
2016-06-01 10:01:00 sfusil001 1-1
2016-06-01 10:01:02 lorosco001 2-4
2016-06-01 10:01:11 ostrum001 2-4
2016-06-01 10:01:12 lazada001 2-7
2016-06-01 10:01:33 lorosco001 1-4
2016-06-01 10:01:35 jfrost001 1-4
2016-06-01 10:01:35 lorosco001 1-1
2016-06-01 10:01:42 ostrum001 1-4
2016-06-01 10:01:44 ostrum001 1-1
2016-06-01 10:01:51 ostrum001 1-2
2016-06-01 10:01:51 lorosco001 1-2
2016-06-01 10:02:10 bridenour001 2-1
2016-06-01 10:02:10 tbattles001 2-1
2016-06-01 10:02:17 jfrost001 2-4
2016-06-01 10:02:24 bfrente001 2-7
2016-06-01 10:02:26 jholly001 2-4
2016-06-01 10:02:26 rmieshaber001 2-4
2016-06-01 10:02:28 tbattles001 2-7
2016-06-01 10:02:48 jfrost001 3-4
2016-06-01 10:02:50 jfrost001 3-1
2016-06-01 10:03:07 ldedos001 2-1
2016-06-01 10:03:08 jfrost001 3-2
2016-06-01 10:03:08 jholly001 3-4
2016-06-01 10:03:08 rmieshaber001 3-4
2016-06-01 10:03:10 jholly001 3-1
2016-06-01 10:03:10 rmieshaber001 3-1
2016-06-01 10:03:16 fmata001 2-7
2016-06-01 10:03:18 ahafon001 3-1
2016-06-01 10:03:21 korilla001 2-7
2016-06-01 10:03:27 ldedos001 2-7
2016-06-01 10:03:27 ahafon001 3-4
2016-06-01 10:03:32 jholly001 3-2
2016-06-01 10:03:32 rmieshaber001 3-2
2016-06-01 10:04:06 bmullen001 2-6
